id,concept_id,concept,speaker_name,citation,noun_class,concept_speaker_name
1019,683,horse,KMN,kə̀ŋkàɲàm / bə̀ŋkàɲàm,7 / 8.,horse_KMN
1020,683,horse,NVI,kə̀ŋkàɲàm / bə̀ŋkàɲàm,7 / 8.,horse_NVI
1021,890,road,NVI,dzà / kə̀dzàlə̀ ,5 / 7a,road_NVI
1022,890,road,KMN,dzà / kə́dzáːlə̀,5 / 7a,road_KMN
1023,953,work (n),NVI,kə̀fwâʔ / bə̀fwâʔ,7 / 8.,work (n)_NVI
1024,953,work (n),KMN,fwàʔ / bə̀fwâʔ~kə̀fwâʔ / bə̀fwâʔ,7 / 8.,work (n)_KMN
1025,518,headpad,KMN,kàːlə́ / bə̀káːlə́,5 / 8.,headpad_KMN
1026,518,headpad,NVI,kàːlə́ / àkáːlə́~ə̀kə̀káːlə́,5 / 7a,headpad_NVI
1027,208,camwood,NVI,kə́kwú / bə́kwú,7 / 8. ,camwood_NVI
1028,208,camwood,KMN,kə́kwúː / bə́kwúː,7 / 8.,camwood_KMN
1029,646,wall (house),KMN,bɥʊ̈́ / kə̀bɥʊ̈́lə́,5 / 7a,wall (house)_KMN
1030,646,wall (house),NVI,fə̀gi᷇ːn / ə́mgi᷇ːn ,19 / 6a,wall (house)_NVI
1031,549,meat mat,NVI,fə́sɛ̂n / ə́msɛ̂n,19 / 6a,meat mat_NVI
1032,549,meat mat,KMN,ø / ø,øø,meat mat_KMN
1033,495,meat slate,KMN,kə̀mgbóʔ / bə̀mgbóʔ,7 / 8.,meat slate_KMN
1034,495,meat slate,NVI,kə̀táʔ / ə́bə̀táʔ,7 / 8.,meat slate_NVI
1035,422,funnel,NVI,ø / ø ,øø,funnel_NVI
1036,422,funnel,KMN,fɔ́nɪ̀ / ø,3 / ø,funnel_KMN
1037,528,groundnut basket,KMN,ø / ø,øø,groundnut basket_KMN
1038,528,groundnut basket,NVI,kə́táːmə́ / bə̀táːmə́,7 / 8.,groundnut basket_NVI
1039,308,pap,KMN,ntsàːlə̀ / àntsàːlə̀,1 / 2.,pap_KMN
1040,308,pap,NVI,ntsàːlə̀ / ə́ntsàːlə̀~àntsàːlə̀,1 / 2.,pap_NVI
1041,312,coarse flour (kende),NVI,ntsàːlə̀ / àntsàːlə̀~,1 / 2.,coarse flour (kende)_NVI
1042,312,coarse flour (kende),KMN,ø / ø,øø,coarse flour (kende)_KMN
1043,803,termite,KMN,kə̀ndʒìɲ / bə̀ndʒìn,7 / 8.,termite_KMN
1044,803,termite,NVI,kə̀ndʒìn / bə̀ndʒìn,7 / 8.,termite_NVI
1045,804,wingless termite,KMN,zá / kə̀zá,5 / 7a,wingless termite_KMN
1046,804,wingless termite,NVI,zá / àzá~ə̀zá,5 / 6.,wingless termite_NVI
1047,339,rhizome fruit (hill lilly),NVI,gyə́ŋ / ágyə́ŋ~àgyə́ŋ,5 / 6. ,rhizome fruit (hill lilly)_NVI
1048,339,rhizome fruit (hill lilly),KMN,gyə́ŋ / kə̀gyə́ŋlə́,5 / 7a,rhizome fruit (hill lilly)_KMN
1049,340,rhizome fruit (valley lilly),KMN,ø / ø,øø,rhizome fruit (valley lilly)_KMN
1050,340,rhizome fruit (valley lilly),NVI,múmsə́ / ə̀múmsə́,12 / 6a ,rhizome fruit (valley lilly)_NVI
1051,338,aerial yam,NVI,dzə̀ / ádzə̂,5 / 6.,aerial yam_NVI
1052,338,aerial yam,KMN,dzə̀ / ádzə̂,5 / 6.,aerial yam_KMN
1053,200,spear grass,KMN,ɲyàkə́gbʊ́ / ɲyàbə́gbʊ́,7 / 8.,spear grass_KMN
1054,200,spear grass,NVI,ɲyàbə́gʊ̀ː / ə́bə́ɲyàbə́gʊ̂ː,5 / 8.,spear grass_NVI
1055,230,elephant stalk,NVI,bə́gʊ́fə̀ / ə́bə́gʊ́fə̀,8a / 8,elephant stalk_NVI
1056,230,elephant stalk,KMN,kə́gʷûfə̀ / bə́gʷûfə̀,7 / 8.,elephant stalk_KMN
1057,225,k.o fruit,KMN,kə́tʷúŋ / bə̀tʷúŋ ,7 / 8.,k.o fruit_KMN
1058,225,k.o fruit,NVI,ø / ø,øø,k.o fruit_NVI
1059,231,mushroom,KMN,kə̀gbə̂ŋ / bə̀gbə̂ŋ,7 / 8.,mushroom_KMN
1060,231,mushroom,NVI,ø / ø,øø,mushroom_NVI
