"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"256","palm nut","ɪ̀bʷó / ɪ̀bʷóhɛ̀~ɪ̀bʷówɛ̀~ɪ́bʷó","ɪ̀bʷó / ɪ̄bʷó~ḿbʷó","bì / bí","bì / kə̀bílə́","ìbǒː / ìbó","ɪ̀bó / ɪ́bó","kə́ʃʷóm / bə́ʃʷóm","kə́sóːmə́ / bə́ʃʷóm","bə́lə̄ / bə̀bə́lə̄","bə́lə̄ / bə́bə́lə̄","tsã̀ŋə̂bǐː / tsâŋbî","tsàŋə́bîː / tsâŋbîː","kə̀ba᷇ːŋ / ùba᷇ːŋ","kə̀ba᷇ːŋ / ʊ̀ba᷇ːŋ","tsō / tsó","tsō / tsó","ɪ̀tsə̀ŋ / ɪ́tsə̂ŋ","ɪ́tsə̂ŋ / ɪ́tsə᷇ːŋyī","kyâŋ / kyâŋyə̌","kyâŋ / kyâŋyɛ́n~kyâŋ̄","yîʃʷɒ́m / yīʃʷɒ́m","sʷóm / ʃʷɒ́ɦm","ɪ̀bɛ́ / kìbɛ́","ɪ̀bɛ̌ / ɪ́bɛ́","ɪ̀bɛ́ / bìbɛ́~ɪ̀bɛ́","ɪ́bɛ́ / àbɛ́~kə̀bɛ́"
"290","kernel","ɪ̀tsàŋ /ɪ̄tsáŋŋɛ̂","ɪ̀tsàŋ / ɪ̄tsáŋ","tsò / tsô","tsò / kə́tsôːlə̀","ɪ̀tsʊ̀ŋ / ìtsʊ́ŋ~kə̀tsʊ́ŋ","ɪ̀tʃə̀ŋ / ìtʃə́ŋ~ɪ̄tʃə́ŋ","tsàŋ / kə́tsâŋtə́ ~ tsâŋ~tsáŋə́","tsàŋ / kə̄tsáŋtə́","tsì / tsí","tsī / tsí","tsàŋə́ ~ tsã̀ə̃́ / tsâŋ","tsàŋə́yìkə̀ntáŋə̀ / tsàŋbə̀ntáŋə̀","kʷo᷇ / sə̀kʷó","ɪ̀kǒː / sə̀kǒː","ndzə̀ŋnɪ̀ / bʊ̀ndzə̀ŋnɪ̀","ndzə̀ŋ / mndzə̀ŋ","kìfyɛ̀ / ìfyɛ̂~","ɪ́fʊ́ə̀ntī / ɪ́fʊ́yə̂ntǐ","tsɛ̂n / tsɛ̂nyə́","ø","tʃǎŋ~tsǎŋ / tsǎŋ~tsāŋ","tʃǎːŋ / tsâŋ","ɪ̀tsàŋ / ɪ̀tsáŋ","ɪ̀tsàŋ / ɪ̀tsáŋ~ɪ́tsáŋ","ìtsʊ́ŋ / bìtsʊ́ŋ~ɪ̀tsʊ́ŋ","ìtsʊ̀ŋ / ɪ̄tsʊ́ŋ~ātsʊ́ŋ~ɪ́tsʊ́ŋ"
"309","seed","ɪ̀kpʊ̀ / m̀kpʊ̀mʷɪ̀~àmkpʊ̀","ɪ̀ʃàm / mʊ̀nʃàm~ɪ̀ʃàmò","ʃɛ́n / áʃɛ́n","ʃɛ́n / áʃɛ́n","ɪ̀ʃám~ɪ̀ʃàm / kə̀ʃàm~kə̀ʃàmə̀","ɪ̄ʃām / āʃām","ʃám / mə́nʃâmfə́ ~ ʃa᷇ːm","ʃám / kə́ʃámtə́","sām / sám","sām / sám","ʃʷàmə́ / ʃʷám","ʃʷàmə́ / ʃʷa̽m","fə̀sáŋ / m̀sáŋ","fə̀sáŋ / m̀sáŋ","dzzí / dzə́ŋ","dzzí / dzə́ŋ","ìdʒáhà / ádʒáhà","ádʒáhà~ɪ́dʒáhà / ádʒáhāwū","gâ / gâːwə̌","gâ / gâhō","sám / sām~sám","sāɦm / sáɦːm","ɪ́ʃám / kɪ́ʃámə́","ɪ̀kpò / ɪ̀kpólə̄~àkpólə̄","ɪ̀kpò / àkpò","ɪ̀kpò / àkpò~kə̀kpǒ"
"312","corn","ǹdʒáhá / ǹdʒáhámʷɪ̂","ɪ̀dʒáhá / mwɪ̀ǹdʒáhá~ǹdʒáhá","kə̀sáŋ / bə̀sáŋ","kə̀sáŋ / bə̀sáŋ","ɪ̀dʒáhá / àdʒáhá","ɪ̀dʒáhá / àdʒáhá","gɣàːsə̀ / ø","gɣáhà / gɣâsə̀","kə̀kpàn / bə̀kpàn","kə̀kpàn / bə̀kpàn","gánə́ / gɛ̂ː","gánə́ / gɛ̂ː","ìsə̀f / sə̀sə̀f","ɪ̀sə̀f / sə́sə̀f","gìgà / ø","gìgàk ~gìgà / bʊ̀gìgàk ~bùgìgà","kìntʃám / bìntʃám","mbòlə́ / bàmbòːlə́bʊ̄","tám / tāmwə́","ŋkènděː~ŋkɛ̀ndé / ø","gɛ̂ / gɛ̂","gɛ̂ː / gɛ̀ː wó","ɪ̀dʒɛ́ / àdʒɛ́","ɪ́dʒɛ́ / ádʒɛ́","ɪ̀dʒáhá / àdʒáhá","ɪ̀dʒáhá / àdʒáhá"
"313","corn fufu","ʊ̀mɔ̀m~ʊ̀mòm~bʊ̀mòm / ʊ̀mòmⁿbʊ̀~àmɔ̀m","bʊ́mòm~ʊ́mʊ̂m/bʷɪ̀mòm~bʊ́môm","kə́ɲʲə́ ~ɲʲə̄ː / bə́ɲʲə́","kə́ɲʲə́~bə́ɲʲə́ / bə́ɲʲə́ːlə́","bùmɛ̂m / ʊ̀mɛ̀m","bʊ́mɛ̄m / bʊ́mɛ̄m","ø ~ kə́ɲʲɛ́m / bə́ɲʲɛ́m","kə́níɛ́m / bə́níɛ́m","lʲə́m / bə̀lʲə́m","bə̀lʲə́m~fə̀nlʲə́nə̀ / bə̀lʲə́m","ø / bə́ní","ø / bə́ní","kə́báʲ / ʊ̀báʲ","kə́báɪ́ / ʊ́báɪ́","mʊ́kât / ø","mʊ́kâːt / ø","fìŋkàːlə̀ / àŋkàːlə̀","àŋkàːlə̀ / àŋkāːlə̄mū","ŋkɛ̀ʔ / ŋkɛ̂ʔmə́","ŋ̀kɛ̀ʔɛ̀~ŋkɛ́ʔɛ̀ / ŋkɛ́ʔɛ̀mə́~ŋkɛ́ʔə̀","ɲāːm / ɲāːm","ɲám / ɲáːm","bʊ̀mʊ̀m / bʊ́mʊ̂m","ʊ̀mʊ̀m ~ ʊ̀mʊ̀mʊ̀ / ʊ̀mʊ̀mbù ~ kìmʊ̀mʊ́","bùmɛ̂m~ùmɛ̂m / ɪ̀ʃɔ́ŋ búmɛ̂m~ɪ́ʃɔ́ŋ~ búmɛ̂m","bʊ̀mɛ̀m / ɪ̀mɛ̀m~bùmɛ̀m"
"323","banana","kə̀wóm~àwóm / ɪ̀wómbî","kə̀wóm / bìwóm","kə̀tsú / bə̀tsú","kə̀tsúkə̄~kə̀tsúɣə́ / bə̀tsʊ̀kə́~bə̀tsʊ̀ɣʊ́","bǎːnà / bàbǎːnà","ígə́mbìdzʊ̂n / kə̀gə́mbìdzʊ̂n","fə̀ntʃə́ŋ / mə̀ntʃə́ŋ","fə̀ntʃə́ŋ / mə̀ntʃə́ŋ","kə̀tʃʊ́kə̂ / bə̀tʃʊ́kə̂","kə̀tʃʊ́kə̂ / bə̀tʃʊ́kə̂","kə́tʃʊ́kʊ́ / bə́tʃʊ́kʊ́","kə̀tʃʊ́kə́ / bə̀tʃʊ́kə́","kə̀tsʊ́ʔ /  ʊ̀tsʊ́ʔ","kə̀tsʊ́ʔ /  ʊ̀tsʊ́ʔ","fìndzâŋ / mùndʒâŋ","fìndzǎŋ / mùndʒǎŋ","ʊ̀làŋâ / bàlàŋâ","ʊ̀làŋâ / bàlàŋábʊ̄","lāŋ / làŋ","lǎŋ̈ / lǎŋbə́","tsʊ̈̄ / tsʊ̈̄","tsø̄ɦ  / tsǿɦ bō","bànánà / bə̀bànánà","pǎːnà / bə̀pànánà~bèpǎːnà","kə̀wóm / bìwóm~kə̀wómbìdzʊ̀ŋ / bìwómbìdzʊ̀ŋ","kə̀wómbìdzʊ̌ːŋ / bìwómbìdzʊ̌ŋ~bàhánà/bə̀bàhánà"
"344","drum","àndìmə́~kə̀ndím/ɪ̀ndîmbî","kə̀ⁿdʲɪ́m~àⁿdʲìm / bìⁿdʲɪ́m","fə́kpɪ́ɲ / ḿ̩kpɪ́ɲ","fə̄kpɪ́ɲ / ḿ̩kpɪ́ɲfə́","kə̀ⁿdím/ bìⁿdím~bīⁿdǐm","kə̀ⁿtǐm/ bìⁿtǐm","m̀bèː / bə̀mbèː","m̀bèː / bə̀mbèː","kpún / kún ~ kpún wə̀ tímkpə̄ / kún wə̀ tìmkpə̀lə́~kún tìmbə́lə́","kpún / kún ~ tə̀kʷúntə̄","kpéɲ / tséɲ","kə̀mβìː / bə̀mβìː","fə̀tsòm / m̀tsòm","fə́kâʔ / ḿkâʔ","dzɪ̀m / dzɪ́m","dzɪ̌m / dzɪ́m","ìyáːm / àyáːm","ìyám / āyámū","záːm / záːmyə́","záːm / ø","kpāːn / tswān","kpān / tsʷán","àŋkʲə̀mə́ / bìŋkʲə̀mə́","àŋkʲèmə́ / bìŋkʲèmə́","kə̀ⁿdím~àⁿdím / bìⁿdím~ɪ̀ⁿdím","kə̀ⁿdǐːm / bìⁿdǐːm"
"360","xylophone","ʃìŋwáŋ / mʊ̀ŋwáŋ","ʃìŋwáŋ / mʊ̀ŋwáŋ","fə̀ɲɔ̀ŋə́ / m̩̀ɲɔ̀ŋə́","fə̀ɲɔ̀ŋə́ / m̩̀ɲɔ̀ŋə́","fìⁿbʷáŋ / m̩̀bʷáŋ","fìŋwǎŋ / mʊ̀ŋwǎŋ","ndʒáŋ / bə̀ndʒáŋ","kə̀ndʒáŋ / bə̀ndʒáŋ","ⁿdʒáŋ / bə̀ⁿdʒáŋ","ⁿdʒāŋ / ⁿdʒáŋ","ⁿdʒáŋ / bə̀ⁿdʒáŋ","ⁿdʒáŋ / bə̀ⁿdʒáŋ","ndzáŋ / sə̀ndzáŋ","ɪ̀ndzáŋ / sə̀ndzáŋ","tsí / ø","tsí / tsə́ŋ","ǹdáŋkwálá / bàndàŋkwálá","ǹtáŋkpálá / bàntáŋkpálábū","ǹtǎː / ǹtǎːbə́","ø","m̀mʷǎŋ / m̀mʷǎŋ","ŋʷǎŋ / ŋʷǎːŋ","ágbó / bìgbó","ágbó / bígbó","ⁿbʷáŋ / bɛ̀ⁿbʷáŋ","fɪ̀ŋwǎːŋ / mʊ̀ŋwǎːŋ"
"361","gong","ɪ̀jâŋ /ɪ̀jáŋàkì","ɪ̀yàŋ /yáŋà","fə̀ⁿgə̀m / m̀ⁿgə̀m","fə̀ⁿgə̀m / m̩̀ⁿgə̀m","ɪ̀jɔ́ŋ / kə̀jɔ̀ŋ","ɪ́jɔ́ŋ / kə́jɔ́ŋə́","fə̀gɪ̀ːm / mə̀gɪ̀ːm","fə̀ŋgèːm / mə̀ŋgèːm","fə̀ⁿgə̀mtə̀ / mə̀ⁿgə̀mtə̀","fə̀ⁿgíŋⁿgíŋ / mə̀ⁿgíŋⁿgíŋ","fə̀ⁿgə̀mtə̀ / ŋ̀ⁿgə̀mtə̀","fə̀ⁿgə̀mtə̀ / ŋ̀ⁿgə̀mtə̀","fə̀ŋgə̀m / sə̀ŋgə̀m","ŋgə̀m / sə̀ŋgə̀m","tsí / ø","tsí / tsə́ŋ","ø / ø","ʊ̌tsʊ́ŋ / ʊ́tsʊ́ŋwū","ǹtàntá / ǹtàbə́","ø","ŋgə̀ / ŋgə̀","ŋgə̀m / ŋgə̀ːm","ɪ̀yɔ̂ŋ / kìyɔ̀ŋɔ̀","ɪ̀kə̀m~ɪ̀yɔ̂ŋ / ɪ́kə́mə́~áyɔ́ŋ","ɪ̀jɔ́ŋ / kə̀jɔ̀ŋə̀","ɪ́jɔ́ŋ~ɪ̀jɔ̌ːŋ / àjɔ̀ŋ~ájɔ́ŋ~kə̀jɔ̀ŋ"
"376","cutlass","àdá~kə̀dá/ɪ̀dá~ɪ̀dábî","kə̀dá~àdá / bìdá~ìdá","fə́béːlə́ / ḿ̩béːlə́","fə́béːlə́ / ḿ̩béːlə́","kə̀dʲɛ̌~kə̀dʲá~kə̀dá / bìdʲá~bìdʲɛ́","kə̀dæ̂ / bìdæ̂","fə́běːlə̄ / mə̀mběːlə̄","fə́béːlə́ / ḿbéːlə̄","fə̀béːlə́ / mə̀mbélə́m","fə̀bɪ́lə́ / mə̀mbɪ́lə́","bī / tə̄bí","bī / tə̄bī","ífɛ̂ː / sə̀fɛ̂ː","ɪ̀fɛ̂ː / sə̀fɛ̂ː","dzə̀k / dzə̂kyə̌","dzə̀k / dzə́k","ŋ̀kwòm / bàŋkwòm","ŋ̀kwɔ̀m / bàŋkwɔ̀mbʊ́","ŋ̀kɔ̄ːm / ŋkɔ̂ːmyə̌","ŋkɔ́m~ŋkɔ̂m / ŋkɔ̂myɛ̌n~ŋkɔ̂m","də̌ɦ / də̌ː","də̌ː / ḿbɛ᷇ː","ʊ̀ʃʲɛ́ / múʃáːfə́","ʊ́ʃʲɛ́ / mùnʃáhá","kə̀dá~ʊ̀ʃʲɛ́ / ʊ̀ʃɛ́~ǹ̩ʃʲɛ́fə́","kə̀dá / bìdá"
"377","knife","ʃìʃá~ʃáʃî~ɪ̀ʃá/ńʃāːm̂~ńʃā","ʃīʃʲá~ɪ̀ʃʲá / mʷɪ̄nʃʲá~ɪ̀ʃʲá","fə́sôː / ḿ̩sôː","fə̀ʃɔ̀ː / ḿ̩ʃɔ́ːlə̀","ʊ̀ʃʲɛ / kòʃʲɛ́~kə̀ʃʲɛ́","ʊ̀ʃʲé / mʊ̄nʃʲéfá","ʃɪ̀ŋ / kə́ʃɪ̂ŋtə́","ʃɪ̀ŋ / kə́ʃɪ́ŋtə́","kə̀lə́fə́ / bə̀lə́fə́","kə̀lə́fə́ / bə̀lə́fə́","ʃə̀ŋ / ʃə̂ŋ","ʃə̀ŋ / ə́ʃə̂ŋ","fə̀ɲʲə᷇ / m̀ɲʲə᷇","fə̀ɲʲə᷇ː / m̀ɲʲə᷇","átʃú / bítʃú","áyɔ̂n / ø ~ átʃú / bítʃú","kìkàːlə́ / bìkàːlə́","kɪ̀kàːlə́ / bìkàːlə́bī","tʃʊ̄k / tʃʊ̄kbɛ́n","ø","sə̀ŋ / sə̂ŋ","sə̀ŋ / sə́ŋ","òkómə́ / bə̀òkómə́","ʊ̀kʊ́mə́ / kíkʊ̀mə́","fìkóm / ŋ̩̀kɔ̀fə̀~fīkɔ́fə́","ʊ̀ʃʲé / àʃʲé"
"378","axe","ɪ̀tám / ɪ̀támə́kɪ̀","ɪ̀tám / kītámó~-ìtámó","tɪ́ / kə̀tɪ́ːlə́","té / kə̀téːlə́","ɪ̀tám / kə̀tám","ɪ̀tám / kə̀támnə́","tím / kə̄tímtə̂~kə̀tímtə́nə̄","tsɪ́m / kə̀tsɪ́mtə́","ti᷇ːm / tə̀ti᷇ːm","ti᷇ːm / tə̀tímkpə̄","tə́m / tə̀tə́m","tə́m / tə̀tə́m","ìfú / sə̀fú","ɪ́fʊ́ / sə̀fʊ́","zɪ̂ŋ / bʊ̀zɪ̂ŋ","àzîŋ/bízîŋ ~ zɪ̂ŋ / bùzi᷇ŋ","kìwə́lə́nàálə̀","kɪ́wə́lə̄ / bíwə́lə̄bí","yùàn / yùànyə́","yúán nɛ̀sɛ́ː / ø","tʃə́m / tʃə́m","tʃə́m / tʃə́m kō","ɪ̀tám / kítámə́","ɪ́tám / kítám","ɪ̀tám / kə̀tám","ɪ̀tám / kə̀tám"
"383","pot","ʃìsáhá~ɪ̀sáhá / ǹsáhám̄~ńsáhá","ʃīsáhá / kīsáhá~mʷɪ̀nsáhá","ⁿkò~fə̀ⁿkò / àⁿkò","ⁿkò / àⁿkò~àⁿkòlə̀~m̩̀kò","sàhàpɔ̂ / bə̀sàhàpɔ̂","ⁿtísə́ / bə̀ⁿtísə́","pʲêsə̀ / tʃʲêsə̀","pʲêsə̀ / kə́pʲêsə̀nə́","ʃʉ᷇ː~lùŋgá / tə̀ʃʉ᷇ː~bə̀lùŋgá","ʃʲø̄ / tə̄ʃʊ᷇ː","kpîː / tîː","kpîː / tsîː","tɔ̀ʲ / sə́tɔ̀ʲ","tɔ̀ɪ̀ / sə́tɔ̀ɪ̀","ákáŋkìntʃə́m / bíkáŋbìntʃə́m","ákáŋkìntʃə́m / bíkáŋbìntʃə̄m","ŋ̀làm / bànlàm","ǹlàm / bànlàm","fwɛ́ / fwɛ́kə́","tāsātyǒː / tásātyǒbə́","kpè / tʃê","kpêː / tsêː","ŋ̀kʲɛ̀hɛ̀ / bə̀ŋ̀kʲɛ̀hɛ̀","ŋ̀kɛ̀hɛ̀ / bə̀ŋ̀kɛ̀hɛ̀","sàhàpo᷇ː / bɛ̀sàhàpo᷇ː","fìnsʊ᷇ː~sàhàpɔ̂ / mʷɪ̂nsʊ᷇ː~mʷə̀nsʊ᷇ː~m̩̀sàhàpɔ̂"
"426","umbrella","àbákɛ̀~kə̀bákkō/ɪ́bákkə́bî~ɪ̀bákɛ̄","kə́bákkō / bíbákō","kə̀bâʔ ~ bâʔà / bə̀bâʔ~ báʔà","kə́bâʔ / bə́bâʔ","kə̀nónɛ̀bʷɪ́kɔ̀ŋɪ̀bʷúkɛ̂~ómbrélà́/bìnónɛ́bʷɪ́kɔ̀ŋɪ̀bʷúkɛ̂~ómbrélàs","kə̀ⁿbɑ́ / bìⁿbɑ́","kə́bã̂ə̃́~kə́bâŋə́ / bə́bã́ːə̃́~bə́bâŋə́","kə́bã̂ə̃́~kə́bàŋə́ / bə́bã̂ːə̃́","fə́ⁿgófə̄ / mə́ⁿgófə̄","fə́ⁿgʊ́fə̄ / mə́ŋgʊ́fə̄","kə̀bɒ̂ː / bə̀bɒ̂ː","kə́bɒ̂ː / bə́bɒ̂ː","kə̀bâʔ / ʊ̀bâʔ","kə́bâʔ / ʊ́bâʔ","nsɔ̀k / bʊ̀nsɔ̀k","nsɔ̀k / bʊ̀nsɔ̀k","ŋ̀wɛ̀ː / bàŋwɛ̀","ŋ̀wɛ̀ː / bàŋwɛ̀bʊ́","bà / bâːbə̌","bà / bâbə̌","nʊ᷇ːŋdzə́ŋ / ndʒɔ᷇mdzə́ŋ","ɔ́mblɔ̌rà / ámblǎdà","ábə́lə̄ / bíbə́lə̄","ábɛ̂ː / bíbɛ᷇ː","kə̀tòɪ̄bʷū~kə̀ⁿbǎːnìbʷū/ bìtòɪ̄bʷū~bìⁿbǎːnìbʷū","kə̀ⁿbǒːɪ̄bʷū / bìⁿbǒːɪ̄bʷū"
"429","cup","ɪ̀bʷôm / ɪ̀bʷòmòkɪ̀","ɪ̀bʷòm / kìbʷòmò","fə̀ʃʲə́ː / m̩̀ʃʲə́","fə̀ʃʲéːfə́ / m̩̀ʃʲéːfə́","ɪ̀bʷóm~kɒ́p / kə̀bʷə̀mə̀~bə̀kɒ́p","ɪ̀bʷôm / kə̀bʷômmə́","dʒém / kə́dʒêmtə́","dʒʲém / kə́dʒʲémtə́","bàːsə̀ / báːsə́","bàsə̀ / básə́","bʷàm / bʲàm","bʷâm / bʲâm","wùò / sə́wùò","wùə̀ / sə̀wùə̀","só / sóŋ","nsó / sɔ́ŋ","ø / ø","ø / ø","ǹʃáŋ / ǹʃáŋbə́","ø","bɛ̀ / bɛ̂ː","bɛ̀ / bɛ̀ː","ɪ̀bə̀m / kìbə̀mə̀","ɪ̀bə̂m / kìbàmà","ɪ́bʷóm / kə̀bʷòmə̀~àbʷòmə̀","ɪ̄bʷóm / kə̀bʷòm~kə̀bʷɔ̀m"
"430","broom","òjám~ʊ̀jám / ɪ̀jámókɪ̂","ʊ̀jám / kìjámmó","fə̀sɔ́ŋ / m̩̀sɔ́ŋ","fə̀sɔ́ŋ / m̩̀sɔ́ŋ~m̩̀sɔ́ŋnə́","ʊ̀jám / kə̀jám","ʊ̀jə́m / kə̀jə́mə́","dʒá / kə́dʒáːtə́","dʒáː / kə̀dʒátə́","gʲɛ́lə́ / tə̀gʲɛ́lə́","gɣélə́ / tə̀gɣélə́","gíà / tə́gíà","gíá / tə́gíá","sáŋàsə̀ / sə̀sáŋà","ɪ́sáŋà / sə́sáŋà","bɔ́ / bɔ́ŋ","bɔ́t ~bɔ́r / bɔ́ŋ ~ bɔ́","ʊ́gʊ́sə̀ / ígʊ́sə̀","ʊ́gʊ́sə́~ógʊ́sə́/ʊ́gʊ́sə̄wú~ɪ́gʊ́sə́","gʊ̂ / gʊ̂wə̌","gʊ̂","bíá / bíá","bʲá / dzá","ʊ́yə́m / ʊ́yə́mə̀sə́","ʊ́yə́m / kíyámá","ʊ̀jám / àjám","ʊ̀jə́m / ɪ̀jə́m~àjə́m"
"433","fire","ógóhʊ́~ógʊ́hʊ́~ʊ́gʊ́hʊ́/ɪ́gʊ́hʊ̀","ʊ̀gʊ́hʊ́ / kɪ̄gʊ́hʊ̀~ìgʊ́hʊ́","gʷâsə̀ / kə̀gʷâsə̀","gʷâsə̀ / kə̀gʷâsə̀","ʊ̀wɛ́hɛ́ / kə̀wɛ́hɛ́","ʊ̀wɛ́hɛ́ / ɪ̀wɛ́hɛ́","gə́sə̀ / ø","gə̂sə̀ / kə́gə̂sə̀nə̀","gbvə̄ / gbvə́","gvə̄ / tə̀gvə̄tə́","ɥîː ~ ɥɪ̂ː","ɥɪ̂ / tə́ɥɪ̂","ʊ̄wʊ᷇s / m̀wʊ᷇s","ʊ́wús~wu᷇ːsʊ̄ / wúsmə̄","átíkíáʃwáp / bítíbiʃwáp","átíkáːʃwáp / bítíbʊ́aʃwáp","kìkám ~kìkámíbá / bìkám~ bìkámbíbá~kìkámkìkɔ̀hɔ̀nsə́","kɪ́kám / bíkámbī","ŋ̀kʊ́/ ŋkʊ́bə́","kyáʔŋmɔ́ːtà / kyáʔŋmɔ́ːtà","gʊ̂ / gʊ᷇","gʊ̂ː / gʊ̂","ʊ́wɛ́hɛ́ / kíwɛ́hɛ́","ʊ́wɛ́hɛ́ / kìwɛ́hɛ́","ʊ̀wóhó / kʊ̀wóhó~àwóhó","ʊ̀wʊ́hʊ́ / ɪ̄wʊ́hʊ́"
"434","gun","ógóhó~ʊ̀gʊ́hʊ́/ɪ́góhó~ɪ̀gʊ́hʊ́~ɪ́góhʊ́kɪ̀","ʊ̀gʊ́hʊ́ / kɪ̄gʊ́hʊ̀~ìgʊ́hʊ́","gʷâsə̀tám / kə́gʷâsə́tám","gʷâsə̀tám / kə̀gʷâsə̀kə́tám","ʊ̀wɛ́hɛ́ / kə̀wɛ́hɛ́","ʊ̀wɛ́hɛ́ / ɪ̀wɛ́hɛ́","gə́sə̀ / kə́gə̂sə̀nə́~kə́gə́sə̀nə́","gə̂sə̀tə́mnə́ / kə́gə̂sə̀nə̀kə́tə́mnə́","gbvə́tə́mnə́ / tə̀gbvə̀tə́tə̀","gvə́ / tə̀gvə̄tə́","ɥîː / tə́ɥɪ̂","ɥɪ̂ / tə́ɥɪ̂","ʊ́wʊ́s / m̀wʊ̂s","ʊ́wu᷇s / ḿwu᷇s","fʊ̂k / fʊ̂k","fʊ̂k / fʊ̂k","kìtěbúmə̂m / bìtěbúmə̂m~","ʊ̀fìː / ɪ̀fìːyí","fyáŋ / fyāŋkə́","fyáŋ / fyāŋkə́","gʊ̂ / gʊ̂","gʊ̂ː / gʊ̂ː kô","ʊ́wɛ́hɛ́ / kíwɛ́hɛ́","ʊ́wɛ́hɛ́ʊ̀tàmá / kíwɛ́hɛ́ʊ̀tàmá","ʊ̀wóhó / ɪ̀wʊ́hʊ́~àwʊ́hʊ́","ʊ̀wʊ́hʊ́ / ɪ̄wʊ́hʊ́"
"587","cap","kə̀fôm~àfôm / ɪ̀fômbî","kə̀mfʷôm / bìmfʷôm","kə̀fʷólə́ / bə̀fʷólə́","kə̀fɔ́lə́ / bə̀fɔ́lə́","kə̀nə́kʷú / bìnə̂kʷú","kə̀ntàŋ / bìntàŋ","kə̀fóːnə́ / mə̀mfómnə́","kə̀fóːnə́ / bə̀fóːnə́","kə̀fə́~kə̀fə́lə́ / bə̀fə́lə́","kə̀fə́lə́ / bə̀fə́lə́","kə̀fó / bə̀fó","kə̀fó / bə̀fó","kə̀tàŋə̀ / ʊ̀tàŋə̀","kə́tàŋə̀ / ʊ́tàŋə̀","ákpéɣ / bíkpé ~ ákpák / bíkpák","ákpə́ / bíkpə́","kìkpɛ̀ / bìkpɛ̀","kɪ́kpɛ̂ː / bíkpɛ́ːbí","kpāʔ / kpáʔbə́","kpáʔá~kpàʔà / kpáʔábɛ́n~kpàʔà","fo᷇ː / fo᷇ː","fôː / fo᷇ː bóɦ","àŋkʲàŋ / bìŋkʲàŋ","àŋkʲàŋ / bìŋkʲàŋ","kə̀nʊ̂kʷū~ànʊ̂kʷū / bìnʊ̂kʷúː~ɪ̀nʊ̂kʷúː","kə̀nʊ̂kʷʊ̀lʊ́ / bìnʊ̂kʷʊ̀lʊ́"
"613","fireside","átʊ̀hʊ́ / àtʊ̀hʊ́fʷɪ̂","átʊ́hʊ́ /kɪ̀tʊ̀hʊ̀","kɥágʷâsə̀ / kɥálə́kə́gʷâsə̀","kɥágʷâsə̀ / kɥálə́kə́gʷâsə̀","ɪ̀tíʊ̀wɛ́hɛ́ / kə̀tìwɛ́hɛ́","ɪ̀tíʊ̀wɛ́hɛ́ / àtíʊ́wɛ́hɛ́","fə́tùə́ŋ / mə̀túə́ŋ","fə́tùə́ŋ / bə́tùə́ŋ","fə́tú / tə̀túə̀","fə́tú~túə̄ / tə́túə̄","fə́tɔ́ŋ / bə̀fə́tɔ́ŋ","fə́tɔ́ŋ / tə̀tɔ́ŋ","ɪ́tí ~ tíwù / sə̀tí ~ tíwù","ɪ̀tí / sə̀tí","tə́ʊ́mʊ̀nsʊ́n / tágnʊ́mʊ̀nsʊ́nʊ́","tə̄wɪ̄mʊ̂nsʊ̌n / táknʊ́mʊ̂nsʊ́","ínə́sə́ / ánə́sə́","øø","ɲɛ̂~ɲɛ̂tótʊ̄ / ɲɛ̂~ɲɛ̂tótʊ̀kə̌","ɲɛ́~ɲɛ̀ / ɲɛ̄kə́~ɲɛ̀","tʃʲɔ́ŋ / tʃʲɔ̄ŋ","tʃɔ᷇ːŋ / tʃɔ᷇᷇ːŋ","fə́tʊ̀fə́ / bə̀fə́tʊ̀fə́","ʊ́sɛ́hɛ́~ásɛ́hɛ́~ɪ́sɛ́hɛ́ / ɪ́sɛ́hɛ́~àsɛ́hɛ́","ɪ̀tì~kə̀tí / bìtí~àtíwúhú","ɪ̀tíwʊ́~ɪ̀tíwʊ́hʊ́ / ātíwʊ́hʊ́~kə̀tíwʊ́hʊ́"
