Doculect	Segment	Zscore	Normedcount	SalienceScore
a122bakundu	pʲ	-0.05	0	0
a122bakundu	pʼ	-0.05	0	0
a122bakundu	q	-0.07	0	0
a122bakundu	qʰ	-0.05	0	0
a122bakundu	r	-0.04	6	0
a122bakundu	rʲ	-0.13	0	0
a122bakundu	r̃	-0.05	0	0
a122bakundu	r̥	-0.07	0	0
a122bakundu	s	-0.23	8	-2
a122bakundu	sʲ	-0.11	0	0
a122bakundu	sʷ	-0.07	0	0
a122bakundu	s̪	-0.05	0	0
a122bakundu	t	-1.18	6	-7
a122bakundu	ts	-0.48	0	0
a122bakundu	tsʰ	-0.07	0	0
a122bakundu	tsʼ	-0.05	0	0
a122bakundu	tɬ	-0.05	0	0
a122bakundu	tɬʰ	-0.05	0	0
a122bakundu	tɬʼ	-0.05	0	0
a122bakundu	tʃ	-0.62	0	0
a122bakundu	tʃʰ	-0.08	0	0
a122bakundu	tʃʼ	-0.05	0	0
a122bakundu	tʰ	-0.16	0	0
a122bakundu	tʷ	-0.13	0	0
a122bakundu	tʼ	-0.05	0	0
a122bakundu	t̪	-0.13	0	0
a122bakundu	t̪ʰ	-0.08	0	0
a122bakundu	u	-1.23	15	-18
a122bakundu	uˀ	-0.1	0	0
a122bakundu	uː	-0.19	0	0
a122bakundu	v	-0.81	0	0
a122bakundu	vː	-0.05	0	0
a122bakundu	w	-1.23	5	-6
a122bakundu	w̃	-0.05	0	0
a122bakundu	x	-0.14	0	0
a122bakundu	y	-0.14	0	0
a122bakundu	z	-0.86	0	0
a122bakundu	zʷ	-0.05	0	0
a122bakundu	ã	-0.18	0	0
a122bakundu	ãː	-0.05	0	0
a122bakundu	æ	-0.07	0	0
a122bakundu	æˀ	-0.05	0	0
a122bakundu	ð	-0.19	0	0
a122bakundu	õ	13.16	5	66
a122bakundu	ø	-0.09	0	0
a122bakundu	û	-0.22	0	0
a122bakundu	ĩ	-0.14	0	0
a122bakundu	ĩː	-0.05	0	0
a122bakundu	ŋ	1.44	15	22
a122bakundu	ŋʰ	-0.06	0	0
a122bakundu	ŋʷ	19.95	4	80
a122bakundu	ŋ̊	-0.05	0	0
a122bakundu	ŋ̍	-0.1	0	0
a122bakundu	œ	-0.08	0	0
a122bakundu	ũ	-0.16	0	0
a122bakundu	ǀ	-0.07	0	0
a122bakundu	ǀ̃	-0.05	0	0
a122bakundu	ɐ	-0.05	0	0
a122bakundu	ɑ	-0.06	0	0
a122bakundu	ɑˀ	-0.07	0	0
a122bakundu	ɑ̃	-0.05	0	0
a122bakundu	ɓ	-0.31	0	0
a122bakundu	ɔ	0.88	19	17
a122bakundu	ɔˀ	-0.13	0	0
a122bakundu	ɔː	-0.17	0	0
a122bakundu	ɔ̃	2.1	1	2
a122bakundu	ɔ̃ː	-0.05	0	0
a122bakundu	ɕ	-0.05	0	0
a122bakundu	ɖ	-0.09	0	0
a122bakundu	ɖʐ	-0.08	0	0
a122bakundu	ɗ	-0.24	0	0
a122bakundu	ɘ	-0.06	0	0
a122bakundu	ɘˀ	-0.07	0	0
a122bakundu	ə	-0.3	0	0
a122bakundu	əˀ	-0.08	0	0
a122bakundu	əː	-0.05	0	0
a122bakundu	ə̃	-0.07	0	0
a122bakundu	ɛ	0.11	8	1
a122bakundu	ɛˀ	-0.08	0	0
a122bakundu	ɛː	-0.13	0	0
a122bakundu	ɛ̃	-0.08	0	0
a122bakundu	ɟ	-0.12	0	0
a122bakundu	ɠ	-0.07	0	0
a122bakundu	ɣ	-0.35	0	0
a122bakundu	ɣʷ	-0.05	0	0
a122bakundu	ɤ	-0.06	0	0
a122bakundu	ɥ	-0.14	0	0
a122bakundu	ɦ	-0.05	0	0
a122bakundu	ɨ	-0.17	0	0
a122bakundu	ɨˀ	-0.05	0	0
a122bakundu	ɪ	-0.24	0	0
a122bakundu	ɪː	-0.07	0	0
a122bakundu	ɪ̃	-0.05	0	0
a122bakundu	ɬ	-0.05	0	0
a122bakundu	ɮ	-0.09	0	0
a122bakundu	ɯ	-0.12	0	0
a122bakundu	ɱ	-0.12	0	0
a122bakundu	ɲ	0.72	7	5
a122bakundu	ɲ̩	-0.07	0	0
a122bakundu	ɸ	0.71	1	1
a122bakundu	ɹ	-0.07	0	0
a122bakundu	ɺ	-0.06	0	0
a122bakundu	ɽ	-0.05	0	0
a122bakundu	ɾ	-0.07	0	0
a122bakundu	ʁ	-0.12	0	0
a122bakundu	ʂ	-0.15	0	0
a122bakundu	ʃ	-0.44	0	0
a122bakundu	ʃʷ	-0.07	0	0
a122bakundu	ʈ	-0.09	0	0
a122bakundu	ʈʂ	-0.07	0	0
a122bakundu	ʈʰ	-0.06	0	0
a122bakundu	ʉ	-0.12	0	0
a122bakundu	ʉː	-0.05	0	0
a122bakundu	ʉ̃	-0.05	0	0
a122bakundu	ʊ	-0.25	0	0
a122bakundu	ʊː	-0.05	0	0
a122bakundu	ʊ̃	-0.07	0	0
a122bakundu	ʌ	-0.14	0	0
a122bakundu	ʌ̃̀	-0.05	0	0
a122bakundu	ʎ	-0.05	0	0
a122bakundu	ʐ	-0.07	0	0
a122bakundu	ʑ	-0.05	0	0
a122bakundu	ʒ	-0.19	0	0
a122bakundu	ʔ	-0.21	0	0
a122bakundu	ʕ	-0.05	0	0
a122bakundu	ʝ	-0.05	0	0
a122bakundu	β	0.06	1	0
a122bakundu	θ	-0.06	0	0
a122bakundu	χ	-0.05	0	0
a122bakundu	ẽ	18.39	2	37
a122bakundu	ⱱ	-0.05	0	0
a141lefo	a	-1.63	34	-56
a141lefo	aˀ	6.2	2	12
a141lefo	aː	-0.21	0	0
a141lefo	b	1.52	25	38
a141lefo	bʰ	-0.05	0	0
a141lefo	bʱ	-0.05	0	0
a141lefo	bʲ	-0.07	0	0
a141lefo	b̪	-0.05	0	0
a141lefo	c	-0.5	0	0
a141lefo	d	0.9	15	14
a141lefo	dz	-0.42	0	0
a141lefo	dʒ	-0.36	0	0
a141lefo	dʒʲ	-0.05	0	0
a141lefo	dʰ	-0.06	0	0
a141lefo	dʲ	-0.14	0	0
a141lefo	dʷ	-0.07	0	0
a141lefo	d̪	-0.13	0	0
a141lefo	e	-0.13	19	-2
a141lefo	eˀ	10.59	2	21
a141lefo	eː	-0.23	0	0
a141lefo	f	0.98	6	6
a141lefo	fʲ	-0.05	0	0
a141lefo	g	-0.44	7	-3
a141lefo	gʱ	-0.05	0	0
a141lefo	gʲ	-0.07	0	0
a141lefo	gʷ	-0.1	0	0
a141lefo	g̊	-0.05	0	0
a141lefo	h	-0.76	0	0
a141lefo	hʷ	-0.05	0	0
a141lefo	i	-1.13	29	-33
a141lefo	iˀ	7.49	4	30
a141lefo	iː	-0.21	0	0
a141lefo	j	0.44	14	6
a141lefo	k	-0.21	21	-4
a141lefo	kp	-0.05	0	0
a141lefo	kʰ	-0.1	0	0
a141lefo	kʲ	-0.07	0	0
a141lefo	kʷ	-0.15	0	0
a141lefo	kʼ	-0.09	0	0
a141lefo	l	0.5	27	13
a141lefo	lʰ	-0.05	0	0
a141lefo	lʲ	-0.34	0	0
a141lefo	lʷ	-0.08	0	0
a141lefo	lˀ	-0.05	0	0
a141lefo	lˠ	-0.05	0	0
a141lefo	l̪	-0.07	0	0
a141lefo	lᶣ	-0.05	0	0
a141lefo	m	-0.11	31	-3
a141lefo	mʰ	-0.05	0	0
a141lefo	mː	-0.05	0	0
a141lefo	m̥	-0.05	0	0
a141lefo	m̩	-0.1	0	0
a141lefo	n	0.62	34	21
a141lefo	nʰ	-0.07	0	0
a141lefo	nʱ	-0.07	0	0
a141lefo	nʷ	-0.05	0	0
a141lefo	n̥	-0.05	0	0
a141lefo	n̩	-0.1	0	0
a141lefo	n̪	-0.07	0	0
a141lefo	o	-0.8	15	-12
a141lefo	oˀ	4.92	1	5
a141lefo	oː	-0.18	0	0
a141lefo	p	-0.94	1	-1
a141lefo	pʰ	-0.15	0	0
a141lefo	pʲ	-0.05	0	0
a141lefo	pʼ	-0.05	0	0
a141lefo	q	-0.07	0	0
a141lefo	qʰ	-0.05	0	0
a141lefo	r	-0.63	0	0
a141lefo	rʲ	-0.13	0	0
a141lefo	r̃	-0.05	0	0
a141lefo	r̥	-0.07	0	0
a141lefo	s	-0.82	5	-4
a141lefo	sʲ	-0.11	0	0
a141lefo	sʷ	-0.07	0	0
a141lefo	s̪	-0.05	0	0
a141lefo	t	-0.63	9	-6
a141lefo	ts	-0.48	0	0
a141lefo	tsʰ	-0.07	0	0
a141lefo	tsʼ	-0.05	0	0
a141lefo	tɬ	-0.05	0	0
a141lefo	tɬʰ	-0.05	0	0
a141lefo	tɬʼ	-0.05	0	0
a141lefo	tʃ	-0.62	0	0
a141lefo	tʃʰ	-0.08	0	0
a141lefo	tʃʼ	-0.05	0	0
a141lefo	tʰ	-0.16	0	0
a141lefo	tʷ	-0.13	0	0
a141lefo	tʼ	-0.05	0	0
